Lat,Long,Road_Name,Road_Type,Address_Type,Category,assets
12.726222,79.982336,"Grand Southern Trunk Road, Kāndalūr, Chengalpattu, Chengalpattu District, Tamil Nadu, 603004, India",trunk,road,highway,information signs
12.727217,79.982504,"Grand Southern Trunk Road, Kāndalūr, Chengalpattu, Chengalpattu District, Tamil Nadu, 603004, India",trunk,road,highway,information signs
12.733465,79.983672,"Grand Southern Trunk Road, Kāndalūr, Chengalpattu, Chengalpattu District, Tamil Nadu, 603004, India",trunk,road,highway,street light
12.735989,79.986791,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,mandatory signs
12.738368,79.988492,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,warning signs
12.739557,79.98936,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,traffic lights
12.744832,79.993608,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,traffic lights
12.74596,79.994476,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,mandatory signs
12.749363,79.997264,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,mandatory signs
12.754154,80.000596,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,street light
12.754154,80.000596,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,information signs
12.762758,80.003904,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,information signs
12.766122,80.005273,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,warning signs
12.766122,80.005273,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,warning signs
12.768637,80.006475,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,information signs
12.78194,80.012532,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,electric poles
12.790707,80.017266,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,information signs
12.795712,80.020465,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,traffic lights
12.801164,80.02406,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,traffic lights
12.804818,80.026498,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,street light
12.806042,80.027294,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,traffic lights
12.808822,80.029076,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,electric poles
12.817132,80.034647,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,traffic lights
12.832528,80.047664,"Grand Southern Trunk Road, Guduvancheri, Chengalpattu, Chengalpattu District, Tamil Nadu, 603202, India",trunk,road,highway,street light
12.838053,80.053369,"Grand Southern Trunk Road, Guduvancheri, Chengalpattu, Chengalpattu District, Tamil Nadu, 603202, India",trunk,road,highway,street light
12.8411,80.056518,"GRK homes, 29, Grand Southern Trunk Road, Guduvancheri, Chengalpattu, Chengalpattu District, Tamil Nadu, 603201, India",apartment,tourism,tourism,warning signs
12.852273,80.066284,"Grand Southern Trunk Road, Urapakkam, Guduvancheri, Chengalpattu, Chengalpattu District, Tamil Nadu, 603202, India",trunk,road,highway,warning signs
12.852273,80.066284,"Grand Southern Trunk Road, Urapakkam, Guduvancheri, Chengalpattu, Chengalpattu District, Tamil Nadu, 603202, India",trunk,road,highway,electric poles
12.853995,80.067572,"Grand Southern Trunk Road, Urapakkam, Guduvancheri, Chengalpattu, Chengalpattu District, Tamil Nadu, 603202, India",trunk,road,highway,electric poles
12.856111,80.069133,"Grand Southern Trunk Road, Urapakkam, Guduvancheri, Chengalpattu, Chengalpattu District, Tamil Nadu, 603202, India",trunk,road,highway,warning signs
12.858434,80.070941,"Grand Southern Trunk Road, Urapakkam, Guduvancheri, Chengalpattu, Chengalpattu District, Tamil Nadu, 603202, India",trunk,road,highway,information signs
12.859579,80.071809,"Grand Southern Trunk Road, Urapakkam, Guduvancheri, Chengalpattu, Chengalpattu District, Tamil Nadu, 603202, India",trunk,road,highway,warning signs
12.868399,80.075827,"Grand Southern Trunk Road, Urapakkam, Chengalpattu, Chengalpattu District, Tamil Nadu, 603210, India",trunk,road,highway,information signs
12.876138,80.083204,"BS Abdur Rahman University, BS Abdur Rahman University Gate, Urapakkam, Chengalpattu, Chengalpattu District, Tamil Nadu, 603210, India",university,amenity,amenity,electric poles
12.874855,80.083708,"BS Abdur Rahman University, BS Abdur Rahman University Gate, Urapakkam, Chengalpattu, Chengalpattu District, Tamil Nadu, 603210, India",university,amenity,amenity,information signs
12.873944,80.078181,"Grand Southern Trunk Road, Urapakkam, Chengalpattu, Chengalpattu District, Tamil Nadu, 603210, India",trunk,road,highway,mandatory signs
12.866648,80.075327,"Grand Southern Trunk Road, Urapakkam, Guduvancheri, Chengalpattu, Chengalpattu District, Tamil Nadu, 603211, India",trunk,road,highway,warning signs
12.866648,80.075327,"Grand Southern Trunk Road, Urapakkam, Guduvancheri, Chengalpattu, Chengalpattu District, Tamil Nadu, 603211, India",trunk,road,highway,traffic lights
12.866648,80.075327,"Grand Southern Trunk Road, Urapakkam, Guduvancheri, Chengalpattu, Chengalpattu District, Tamil Nadu, 603211, India",trunk,road,highway,electric poles
12.864068,80.074398,"Grand Southern Trunk Road, Urapakkam, Guduvancheri, Chengalpattu, Chengalpattu District, Tamil Nadu, 603211, India",trunk,road,highway,warning signs
12.859196,80.071756,"Grand Southern Trunk Road, Urapakkam, Guduvancheri, Chengalpattu, Chengalpattu District, Tamil Nadu, 603211, India",trunk,road,highway,traffic lights
12.857283,80.0703,"Grand Southern Trunk Road, Urapakkam, Guduvancheri, Chengalpattu, Chengalpattu District, Tamil Nadu, 603211, India",trunk,road,highway,information signs
12.85562,80.069011,"Grand Southern Trunk Road, Urapakkam, Guduvancheri, Chengalpattu, Chengalpattu District, Tamil Nadu, 603211, India",trunk,road,highway,electric poles
12.854849,80.068446,"Grand Southern Trunk Road, Urapakkam, Guduvancheri, Chengalpattu, Chengalpattu District, Tamil Nadu, 603211, India",trunk,road,highway,traffic lights
12.854849,80.068446,"Grand Southern Trunk Road, Urapakkam, Guduvancheri, Chengalpattu, Chengalpattu District, Tamil Nadu, 603211, India",trunk,road,highway,street light
12.845667,80.061618,"Grand Southern Trunk Road, Guduvancheri, Chengalpattu, Chengalpattu District, Tamil Nadu, 603202, India",trunk,road,highway,street light
12.838212,80.053835,"Grand Southern Trunk Road, Guduvancheri, Chengalpattu, Chengalpattu District, Tamil Nadu, 603202, India",trunk,road,highway,mandatory signs
12.836764,80.052314,"Grand Southern Trunk Road, Guduvancheri, Chengalpattu, Chengalpattu District, Tamil Nadu, 603202, India",trunk,road,highway,traffic lights
12.8309,80.04618,"no:-3, Grand Southern Trunk Road, Potheri, Chengalpattu, Chengalpattu District, Tamil Nadu, 603202, India",house,place,place,information signs
12.829078,80.044308,"Grand Southern Trunk Road, Potheri, Chengalpattu, Chengalpattu District, Tamil Nadu, 603203, India",trunk,road,highway,warning signs
12.827284,80.042363,"Grand Southern Trunk Road, Potheri, Chengalpattu, Chengalpattu District, Tamil Nadu, 603203, India",trunk,road,highway,warning signs
12.823688,80.039409,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Kattangulathur, Chengalpattu, Chengalpattu District, Tamil Nadu, 603203, India",trunk,road,highway,traffic lights
12.823688,80.039409,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Kattangulathur, Chengalpattu, Chengalpattu District, Tamil Nadu, 603203, India",trunk,road,highway,street light
12.822284,80.038458,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Kattangulathur, Chengalpattu, Chengalpattu District, Tamil Nadu, 603203, India",trunk,road,highway,information signs
12.820583,80.03721,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Kattangulathur, Chengalpattu, Chengalpattu District, Tamil Nadu, 603203, India",trunk,road,highway,mandatory signs
12.793808,80.019437,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Kattangulathur, Chengalpattu, Chengalpattu District, Tamil Nadu, 603203, India",trunk,road,highway,mandatory signs
12.791492,80.01791,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Kattangulathur, Chengalpattu, Chengalpattu District, Tamil Nadu, 603203, India",trunk,road,highway,street light
12.768146,80.006377,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,electric poles
12.768146,80.006377,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,traffic lights
12.761514,80.003721,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,traffic lights
12.750884,79.998638,"Grand Southern Trunk Road, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,information signs
12.749042,79.997189,"Grand Southern Trunk Road, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,information signs
12.742923,79.992363,"Grand Southern Trunk Road, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,street light
12.741367,79.991031,"Grand Southern Trunk Road, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,warning signs
12.724152,79.982052,"Grand Southern Trunk Road, Rajākulipettai, Chengalpattu, Chengalpattu District, Tamil Nadu, 603004, India",trunk,road,highway,traffic lights
12.723764,79.981936,"Grand Southern Trunk Road, Rajākulipettai, Chengalpattu, Chengalpattu District, Tamil Nadu, 603004, India",trunk,road,highway,electric poles
12.722472,79.981551,"Grand Southern Trunk Road, Rajākulipettai, Chengalpattu, Chengalpattu District, Tamil Nadu, 603004, India",trunk,road,highway,information signs
12.697793,79.976337,"Natham, Chengalpattu, Chengalpattu District, Tamil Nadu, 603001, India",unclassified,road,highway,warning signs
12.668911,79.973956,"Chennai - Trichy - Dindugal Road (Old NH45), Chengalpattu, Chengalpattu District, Tamil Nadu, 603001, India",primary,road,highway,information signs
12.657569,79.958472,"exit to chengalpattu, Vedanārāyanapuram, Chengalpattu, Chengalpattu District, Tamil Nadu, 603001, India",trunk_link,road,highway,electric poles
12.6576,79.945784,"Grand Southern Trunk Road, Irunkunrapalli, Chengalpattu, Chengalpattu District, Tamil Nadu, 603201, India",trunk,road,highway,traffic lights
12.6576,79.945784,"Grand Southern Trunk Road, Irunkunrapalli, Chengalpattu, Chengalpattu District, Tamil Nadu, 603201, India",trunk,road,highway,mandatory signs
12.649684,79.941331,"Grand Southern Trunk Road, Māmandūr, Maduranthakam, Chengalpattu District, Tamil Nadu, 603201, India",trunk,road,highway,street light
12.648223,79.940852,"Grand Southern Trunk Road, Māmandūr, Maduranthakam, Chengalpattu District, Tamil Nadu, 603201, India",trunk,road,highway,street light
12.640447,79.936718,"Grand Southern Trunk Road, Māmandūr, Maduranthakam, Chengalpattu District, Tamil Nadu, 603308, India",trunk,road,highway,warning signs
12.640447,79.936718,"Grand Southern Trunk Road, Māmandūr, Maduranthakam, Chengalpattu District, Tamil Nadu, 603308, India",trunk,road,highway,mandatory signs
12.614185,79.925161,"Grand Southern Trunk Road, Bukkathurai, Maduranthakam, Chengalpattu District, Tamil Nadu, 603303, India",trunk,road,highway,warning signs
12.606044,79.920934,"Grand Southern Trunk Road, Bukkathurai, Maduranthakam, Chengalpattu District, Tamil Nadu, 603303, India",trunk,road,highway,information signs
12.601974,79.920176,"Grand Southern Trunk Road, Bukkathurai, Maduranthakam, Chengalpattu District, Tamil Nadu, 603303, India",trunk,road,highway,traffic lights
12.599504,79.91992,"Grand Southern Trunk Road, Bukkathurai, Maduranthakam, Chengalpattu District, Tamil Nadu, 603303, India",trunk,road,highway,mandatory signs
12.59718,79.919691,"Grand Southern Trunk Road, Bukkathurai, Maduranthakam, Chengalpattu District, Tamil Nadu, 603303, India",trunk,road,highway,information signs
12.594888,79.919443,"Grand Southern Trunk Road, Bukkathurai, Maduranthakam, Chengalpattu District, Tamil Nadu, 603303, India",trunk,road,highway,street light
12.590413,79.919348,"Grand Southern Trunk Road, Bukkathurai, Maduranthakam, Chengalpattu District, Tamil Nadu, 603303, India",trunk,road,highway,street light
12.588072,79.919427,"Grand Southern Trunk Road, Bukkathurai, Maduranthakam, Chengalpattu District, Tamil Nadu, 603303, India",trunk,road,highway,street light
12.56235,79.912694,"Grand Southern Trunk Road, Bukkathurai, Maduranthakam, Chengalpattu District, Tamil Nadu, 603303, India",trunk,road,highway,traffic lights
12.556401,79.909247,"Grand Southern Trunk Road, Bukkathurai, Maduranthakam, Chengalpattu District, Tamil Nadu, 603303, India",trunk,road,highway,street light
12.551148,79.906694,"Grand Southern Trunk Road, Bukkathurai, Maduranthakam, Chengalpattu District, Tamil Nadu, 603303, India",trunk,road,highway,warning signs
12.531684,79.900428,"Grand Southern Trunk Road, Bukkathurai, Maduranthakam, Chengalpattu District, Tamil Nadu, 603303, India",trunk,road,highway,street light
12.530362,79.899758,"Grand Southern Trunk Road, Bukkathurai, Maduranthakam, Chengalpattu District, Tamil Nadu, 603303, India",trunk,road,highway,information signs
12.530362,79.899758,"Grand Southern Trunk Road, Bukkathurai, Maduranthakam, Chengalpattu District, Tamil Nadu, 603303, India",trunk,road,highway,information signs
12.527171,79.898126,"Grand Southern Trunk Road, Bukkathurai, Maduranthakam, Chengalpattu District, Tamil Nadu, 603303, India",trunk,road,highway,information signs
12.513206,79.887001,"Chennai - Trichy - Dindugal Road (Old NH45), Gandhi Nagar, Maduranthakam, Chengalpattu District, Tamil Nadu, 603306, India",primary,road,highway,information signs
12.512142,79.886002,"Chennai - Trichy - Dindugal Road (Old NH45), Gandhi Nagar, Maduranthakam, Chengalpattu District, Tamil Nadu, 603306, India",primary,road,highway,information signs
12.505554,79.879791,"Grand Southern Trunk Road, Maduranthakam, Chengalpattu District, Tamil Nadu, 603306, India",trunk,road,highway,traffic lights
12.504064,79.878608,"Grand Southern Trunk Road, Maduranthakam, Chengalpattu District, Tamil Nadu, 603306, India",trunk,road,highway,traffic lights
12.497306,79.872904,"Grand Southern Trunk Road, Melmavurathur, Cheyyur, Chengalpattu District, Tamil Nadu, 603319, India",trunk,road,highway,mandatory signs
12.500558,79.875589,"Grand Southern Trunk Road, Maduranthakam, Chengalpattu District, Tamil Nadu, 603306, India",trunk,road,highway,traffic lights
12.507558,79.881116,"Grand Southern Trunk Road, Maduranthakam, Chengalpattu District, Tamil Nadu, 603306, India",trunk,road,highway,traffic lights
12.514395,79.88487,"Grand Southern Trunk Road, Maduranthakam, Chengalpattu District, Tamil Nadu, 603306, India",trunk,road,highway,warning signs
12.524847,79.896868,"Grand Southern Trunk Road, Maduranthakam, Chengalpattu District, Tamil Nadu, 603306, India",trunk,road,highway,warning signs
12.530888,79.899838,"Grand Southern Trunk Road, Bukkathurai, Maduranthakam, Chengalpattu District, Tamil Nadu, 603303, India",trunk,road,highway,information signs
12.534127,79.901249,"Grand Southern Trunk Road, Bukkathurai, Maduranthakam, Chengalpattu District, Tamil Nadu, 603303, India",trunk,road,highway,street light
12.539597,79.904114,"Grand Southern Trunk Road, Bukkathurai, Maduranthakam, Chengalpattu District, Tamil Nadu, 603303, India",trunk,road,highway,electric poles
12.544265,79.904967,"Grand Southern Trunk Road, Bukkathurai, Maduranthakam, Chengalpattu District, Tamil Nadu, 603303, India",trunk,road,highway,mandatory signs
12.548507,79.905778,"Grand Southern Trunk Road, Bukkathurai, Maduranthakam, Chengalpattu District, Tamil Nadu, 603303, India",trunk,road,highway,mandatory signs
12.562395,79.912516,"Grand Southern Trunk Road, Bukkathurai, Maduranthakam, Chengalpattu District, Tamil Nadu, 603303, India",trunk,road,highway,warning signs
12.566737,79.914694,"Grand Southern Trunk Road, Bukkathurai, Maduranthakam, Chengalpattu District, Tamil Nadu, 603303, India",trunk,road,highway,warning signs
12.571249,79.915928,"Grand Southern Trunk Road, Bukkathurai, Maduranthakam, Chengalpattu District, Tamil Nadu, 603303, India",trunk,road,highway,mandatory signs
12.573501,79.916477,"Grand Southern Trunk Road, Bukkathurai, Maduranthakam, Chengalpattu District, Tamil Nadu, 603303, India",trunk,road,highway,traffic lights
12.584746,79.919314,"Grand Southern Trunk Road, Bukkathurai, Maduranthakam, Chengalpattu District, Tamil Nadu, 603303, India",trunk,road,highway,street light
12.591876,79.91916,"Grand Southern Trunk Road, Bukkathurai, Maduranthakam, Chengalpattu District, Tamil Nadu, 603303, India",trunk,road,highway,mandatory signs
12.594208,79.919233,"Grand Southern Trunk Road, Bukkathurai, Maduranthakam, Chengalpattu District, Tamil Nadu, 603303, India",trunk,road,highway,warning signs
12.601076,79.919938,"Grand Southern Trunk Road, Bukkathurai, Maduranthakam, Chengalpattu District, Tamil Nadu, 603303, India",trunk,road,highway,electric poles
12.603393,79.920233,"Grand Southern Trunk Road, Bukkathurai, Maduranthakam, Chengalpattu District, Tamil Nadu, 603303, India",trunk,road,highway,traffic lights
12.60707,79.921059,"Grand Southern Trunk Road, Bukkathurai, Maduranthakam, Chengalpattu District, Tamil Nadu, 603303, India",trunk,road,highway,traffic lights
12.610935,79.923112,"Grand Southern Trunk Road, Bukkathurai, Maduranthakam, Chengalpattu District, Tamil Nadu, 603303, India",trunk,road,highway,information signs
12.614996,79.92547,"Grand Southern Trunk Road, Bukkathurai, Maduranthakam, Chengalpattu District, Tamil Nadu, 603303, India",trunk,road,highway,street light
12.617292,79.926373,"Grand Southern Trunk Road, Bukkathurai, Maduranthakam, Chengalpattu District, Tamil Nadu, 603308, India",trunk,road,highway,street light
12.619246,79.92681,"Grand Southern Trunk Road, Bukkathurai, Maduranthakam, Chengalpattu District, Tamil Nadu, 603308, India",trunk,road,highway,information signs
12.629944,79.931031,"Grand Southern Trunk Road, Māmandūr, Maduranthakam, Chengalpattu District, Tamil Nadu, 603308, India",trunk,road,highway,traffic lights
12.632579,79.932193,"Grand Southern Trunk Road, Māmandūr, Maduranthakam, Chengalpattu District, Tamil Nadu, 603308, India",trunk,road,highway,electric poles
12.634084,79.93284,"Grand Southern Trunk Road, Māmandūr, Maduranthakam, Chengalpattu District, Tamil Nadu, 603308, India",trunk,road,highway,warning signs
12.63772,79.934827,"Grand Southern Trunk Road, Māmandūr, Maduranthakam, Chengalpattu District, Tamil Nadu, 603308, India",trunk,road,highway,street light
12.641833,79.937392,"Grand Southern Trunk Road, Māmandūr, Maduranthakam, Chengalpattu District, Tamil Nadu, 603308, India",trunk,road,highway,street light
12.654508,79.940015,"Grand Southern Trunk Road, Vadapattu, Maduranthakam, Chengalpattu District, Tamil Nadu, 603201, India",trunk,road,highway,information signs
12.656279,79.951135,"Grand Southern Trunk Road, Irunkunrapalli, Chengalpattu, Chengalpattu District, Tamil Nadu, 603201, India",trunk,road,highway,street light
12.655913,79.953012,"Grand Southern Trunk Road, Vedanārāyanapuram, Chengalpattu, Chengalpattu District, Tamil Nadu, 603001, India",trunk,road,highway,street light
12.655913,79.953012,"Grand Southern Trunk Road, Vedanārāyanapuram, Chengalpattu, Chengalpattu District, Tamil Nadu, 603001, India",trunk,road,highway,electric poles
12.657172,79.956778,"Grand Southern Trunk Road, Vedanārāyanapuram, Chengalpattu, Chengalpattu District, Tamil Nadu, 603001, India",trunk,road,highway,electric poles
12.657842,79.958438,"Grand Southern Trunk Road, Vedanārāyanapuram, Chengalpattu, Chengalpattu District, Tamil Nadu, 603001, India",trunk,road,highway,traffic lights
12.674185,79.958494,"Grand Southern Trunk Road, Garden City, Palaveli, Chengalpattu, Chengalpattu District, Tamil Nadu, 603001, India",trunk,road,highway,traffic lights
12.678857,79.958432,"Grand Southern Trunk Road, Garden City, Palaveli, Chengalpattu, Chengalpattu District, Tamil Nadu, 603001, India",trunk,road,highway,mandatory signs
12.681081,79.958403,"Grand Southern Trunk Road, Garden City, Palaveli, Chengalpattu, Chengalpattu District, Tamil Nadu, 603001, India",trunk,road,highway,warning signs
12.68751,79.959736,"Grand Southern Trunk Road, Garden City, Chengalpattu, Chengalpattu District, Tamil Nadu, 603001, India",trunk,road,highway,street light
12.690652,79.9622,"Grand Southern Trunk Road, Garden City, Chengalpattu, Chengalpattu District, Tamil Nadu, 603001, India",trunk,road,highway,traffic lights
12.699924,79.968494,"Grand Southern Trunk Road, Natham, Thimmapuram, Chengalpattu, Chengalpattu District, Tamil Nadu, 603001, India",trunk,road,highway,warning signs
12.703467,79.971693,"Grand Southern Trunk Road, Natham, Thimmapuram, Chengalpattu, Chengalpattu District, Tamil Nadu, 603001, India",trunk,road,highway,street light
12.708004,79.976689,"Grand Southern Trunk Road, Natham, Pulippākkam, Chengalpattu, Chengalpattu District, Tamil Nadu, 603001, India",trunk,road,highway,traffic lights
12.709602,79.97762,"Chennai - Trichy - Dindugal Road (Old NH45), Pulippākkam, Chengalpattu, Chengalpattu District, Tamil Nadu, 603001, India",primary,road,highway,warning signs
12.714736,79.980264,"Grand Southern Trunk Road, Rajākulipettai, Chengalpattu, Chengalpattu District, Tamil Nadu, 603001, India",trunk,road,highway,warning signs
12.72396,79.981768,"Grand Southern Trunk Road, Rajākulipettai, Chengalpattu, Chengalpattu District, Tamil Nadu, 603004, India",trunk,road,highway,traffic lights
12.72396,79.981768,"Grand Southern Trunk Road, Rajākulipettai, Chengalpattu, Chengalpattu District, Tamil Nadu, 603004, India",trunk,road,highway,mandatory signs
12.725849,79.982285,"Grand Southern Trunk Road, Paranur, Chengalpattu, Chengalpattu District, Tamil Nadu, 603004, India",trunk,road,highway,street light
12.730171,79.982745,"Grand Southern Trunk Road, Kāndalūr, Chengalpattu, Chengalpattu District, Tamil Nadu, 603004, India",trunk,road,highway,information signs
12.730171,79.982745,"Grand Southern Trunk Road, Kāndalūr, Chengalpattu, Chengalpattu District, Tamil Nadu, 603004, India",trunk,road,highway,mandatory signs
12.744739,79.993503,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,information signs
12.762531,80.003835,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,street light
12.762531,80.003835,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,information signs
12.764676,80.004651,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,electric poles
12.776917,80.010321,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,mandatory signs
12.794943,80.01998,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,warning signs
12.801276,80.024157,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,electric poles
12.801276,80.024157,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,information signs
12.807018,80.027917,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,warning signs
12.814285,80.032588,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,warning signs
12.816329,80.034031,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,warning signs
12.816329,80.034031,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,traffic lights
12.820096,80.036728,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,mandatory signs
12.821807,80.037908,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,mandatory signs
12.825258,80.04037,"Grand Southern Trunk Road, Maraimalai Nagar Industrial Area, Singaperumal Koil, Chengalpattu, Chengalpattu District, Tamil Nadu, 603204, India",trunk,road,highway,electric poles
12.827071,80.04188,"Grand Southern Trunk Road, Guduvancheri, Chengalpattu, Chengalpattu District, Tamil Nadu, 603202, India",trunk,road,highway,mandatory signs
12.831588,80.046646,"Grand Southern Trunk Road, Guduvancheri, Chengalpattu, Chengalpattu District, Tamil Nadu, 603202, India",trunk,road,highway,electric poles
12.834674,80.049904,"Grand Southern Trunk Road, Guduvancheri, Chengalpattu, Chengalpattu District, Tamil Nadu, 603202, India",trunk,road,highway,street light
12.836149,80.051408,"Grand Southern Trunk Road, Guduvancheri, Chengalpattu, Chengalpattu District, Tamil Nadu, 603202, India",trunk,road,highway,electric poles
12.844545,80.060318,"Grand Southern Trunk Road, Urapakkam, Guduvancheri, Chengalpattu, Chengalpattu District, Tamil Nadu, 603202, India",trunk,road,highway,electric poles
12.845935,80.061642,"Grand Southern Trunk Road, Urapakkam, Guduvancheri, Chengalpattu, Chengalpattu District, Tamil Nadu, 603202, India",trunk,road,highway,information signs
